player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Kevin Longstreet,191258,CB,USC,4,45,0,326,0,8.7,57.1,88.5,5.3,3.0,0,2,28.6,57.6,0,13,0.0,0,2,106.5,4,23,51.1,26,2,3,7,1,29,6,1.4,7.3,0,0,6.0,100.0,95.2,9.5,9.5,0,1,50.0,68.4,0,18,0.0,0,1,114.6,2,20,44.4,21,0,1,2,0,23,11,1.2,11.5
David Coffey,191296,CB,IOWA STATE,6,90,0,193,0,42.0,0.0,100.0,,15.0,0,1,100.0,71.0,0,,,0,0,39.6,0,17,18.9,17,0,0,1,0,0,0,0.0,,0,1,9.7,80.0,98.3,7.0,5.6,0,1,10.0,58.5,0,19,0.0,0,1,102.1,8,58,64.4,59,1,8,10,0,85,10,1.5,10.6
Khijohnn Cummings-Coleman,191297,S,IOWA STATE,5,52,0,193,0,23.0,33.3,92.3,12.0,4.0,0,1,33.3,62.5,0,35,,0,1,78.5,1,12,23.1,13,0,0,3,0,35,0,2.9,35.0,0,0,6.0,50.0,100.0,15.0,7.5,0,0,0.0,57.8,0,13,,0,0,56.3,2,30,57.7,30,0,0,4,0,8,14,0.3,4.0
Beau Goodwin,191301,LB,IOWA STATE,5,54,0,193,0,2.0,100.0,75.0,8.0,8.0,0,0,0.0,55.4,0,29,33.3,1,0,118.8,1,9,16.7,12,0,2,1,0,29,27,3.6,29.0,0,0,-1.0,100.0,92.5,17.5,17.5,0,0,0.0,52.6,0,12,50.0,1,0,87.5,2,37,68.5,40,0,1,2,0,10,12,0.3,5.0
Marcus Neal Jr.,191309,S,IOWA STATE,12,353,0,193,0,6.4,100.0,83.1,11.4,11.4,0,0,0.0,58.7,0,16,33.3,2,0,147.9,5,59,16.7,71,1,4,5,1,50,18,0.9,10.0,0,6,3.8,68.4,89.2,16.8,11.5,0,1,5.3,70.6,0,38,9.5,2,1,83.7,13,224,63.5,251,7,13,19,0,112,76,0.5,8.6
Carson Van Dinter,191316,S,IOWA STATE,9,113,0,193,0,10.8,60.0,100.0,6.7,4.0,0,0,0.0,52.9,0,35,50.0,1,0,87.1,3,22,19.5,22,1,1,5,0,42,29,2.1,14.0,0,3,9.2,69.2,100.0,7.4,5.2,0,1,7.7,45.5,0,37,18.2,2,1,131.9,9,68,60.2,68,1,6,13,1,145,64,2.2,16.1
Connor Welsch,191317,S,IOWA STATE,3,12,0,193,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-1.0,100.0,100.0,3.5,3.5,0,0,0.0,55.4,0,12,50.0,1,0,102.1,2,8,66.7,8,0,1,2,0,17,19,2.4,8.5
Ify Obidegwu,191324,CB,OREGON,13,183,0,264,0,9.9,38.5,100.0,10.4,4.0,1,2,15.4,56.3,0,35,50.0,2,2,95.2,5,57,31.1,57,1,2,13,2,67,18,1.3,13.4,0,0,9.6,58.3,99.1,15.1,8.8,0,2,16.7,67.2,1,28,0.0,0,2,45.5,7,110,60.1,111,1,8,12,0,85,42,0.8,12.1
Dylan Williams,191328,LB,OREGON,5,15,0,264,0,,,83.3,,,0,0,,61.7,0,,,0,0,0.0,0,5,33.3,6,1,0,0,0,0,0,0.0,,0,0,3.0,0.0,100.0,,8.0,0,0,0.0,62.8,0,,,0,0,39.6,0,9,60.0,9,0,0,1,0,0,0,0.0,
Peyton Woodyard,191329,S,OREGON,11,83,0,264,0,14.0,100.0,96.9,9.7,9.7,0,0,0.0,55.8,0,31,0.0,0,0,118.8,3,31,37.3,32,0,2,3,0,48,6,1.7,16.0,0,0,-2.3,66.7,100.0,20.5,13.7,0,0,0.0,76.6,1,3,20.0,1,0,30.6,2,43,51.8,43,1,4,3,0,6,11,0.1,3.0
Tyler Armstead,191330,CB,PENN STATE,1,8,0,266,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.8,0,,,0,0,0.0,0,4,50.0,4,0,0,0,0,0,0,0.0,
Dejuan Lane,191339,S,PENN STATE,11,103,0,266,0,5.4,80.0,100.0,10.3,8.2,0,0,0.0,59.1,0,11,20.0,1,0,127.1,4,43,41.7,43,2,4,5,1,25,11,0.6,6.3,0,0,7.8,100.0,89.6,10.8,10.8,0,0,0.0,69.1,0,29,0.0,0,0,112.5,4,43,41.7,48,3,6,4,0,44,13,1.0,11.0
Anthony Speca,191342,LB,PENN STATE,4,22,0,266,0,,,50.0,,,0,0,,60.8,0,,,0,0,0.0,0,3,13.6,6,0,0,0,0,0,0,0.0,,0,0,3.7,100.0,87.5,4.7,4.7,0,0,0.0,46.2,0,9,100.0,1,0,91.7,3,14,63.6,16,0,0,3,0,18,7,1.3,6.0
Mylachi Williams,191343,ED,PENN STATE,4,2,0,266,0,,,10.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,10,0,0,0,0,0,0,0.0,,0,0,,,8.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,12,0,0,0,0,0,0,0.0,
Kenny Woseley Jr.,191344,CB,PENN STATE,10,117,0,266,0,13.0,75.0,90.0,13.7,10.3,0,1,25.0,64.5,0,32,20.0,1,0,116.7,3,45,38.5,50,1,4,4,0,58,21,1.4,19.3,0,0,-1.0,85.7,92.6,8.3,7.1,0,0,0.0,69.3,0,9,0.0,0,0,85.1,6,50,42.7,54,3,4,7,0,31,33,0.6,5.2
Malik Esquerra,191348,S,TEXAS TECH,9,81,0,315,0,2.0,0.0,100.0,,13.0,0,0,0.0,65.5,0,,100.0,1,0,39.6,0,13,16.0,13,0,0,1,0,0,0,0.0,,0,0,14.0,0.0,100.0,,44.0,0,0,0.0,62.3,0,,0.0,0,0,39.6,0,47,58.0,47,0,1,1,0,0,0,0.0,
Ashton Hampton,191349,CB,TEXAS TECH,6,56,0,315,0,11.0,0.0,100.0,,9.0,0,0,0.0,70.6,0,,0.0,0,0,39.6,0,9,16.1,9,0,1,1,0,0,0,0.0,,0,0,18.2,0.0,100.0,,5.4,0,2,40.0,82.4,0,,50.0,1,1,39.6,0,29,51.8,29,0,1,5,0,0,0,0.0,
Oliver Miles III,191351,S,TEXAS TECH,3,24,0,315,0,6.0,100.0,100.0,3.0,3.0,0,0,0.0,44.1,0,26,,0,0,158.3,1,4,16.7,4,0,0,1,1,26,20,8.7,26.0,0,0,24.0,100.0,100.0,13.0,13.0,0,0,0.0,60.9,0,16,,0,0,158.3,1,14,58.3,14,0,0,1,1,16,0,1.2,16.0
Peyton Morgan,191352,S,TEXAS TECH,8,64,0,315,0,11.7,33.3,100.0,8.0,2.7,0,1,33.3,67.7,0,18,,0,1,54.9,1,8,12.5,8,0,0,3,0,18,5,2.3,18.0,0,2,13.0,100.0,100.0,36.0,36.0,0,2,200.0,77.6,0,15,0.0,0,2,118.8,1,38,59.4,38,0,3,1,0,15,2,0.4,15.0
Cheta Ofili,191355,ED,TEXAS TECH,7,7,0,315,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,2.0,100.0,28.0,3.5,3.5,0,0,0.0,50.8,0,4,,0,0,79.2,2,7,100.0,25,0,0,2,0,3,-1,0.4,1.5
Eddy Smith,191356,ED,TEXAS TECH,3,1,0,315,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,
Gio Kafentzis,191365,S,UTAH ST,2,12,0,329,0,18.0,0.0,100.0,,5.0,0,1,100.0,56.8,0,,,0,1,39.6,0,6,50.0,6,0,0,1,0,0,0,0.0,,0,0,-1.0,0.0,100.0,,6.0,0,0,0.0,58.0,0,,100.0,1,0,39.6,0,6,50.0,6,0,0,1,0,0,0,0.0,
Malik McConico,191369,S,ARK STATE,1,6,0,113,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,5.0,0.0,100.0,,2.5,0,1,50.0,78.5,0,,,0,1,39.6,0,5,83.3,5,0,0,2,0,0,0,0.0,
Tanner Williams,191375,LB,S DIEGO ST,2,5,0,284,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,18.0,0.0,100.0,,3.0,0,0,0.0,49.5,0,,,0,0,39.6,0,3,60.0,3,0,0,1,0,0,0,0.0,
Favor Bate,191613,ED,BOSTON COL,12,8,0,121,2,,,4.5,,,0,0,,64.8,0,,0.0,0,0,0.0,0,3,37.5,67,0,0,0,0,0,0,0.0,,0,1,,,5.3,,,0,0,,65.0,0,,33.3,1,0,0.0,0,4,50.0,75,2,1,0,0,0,0,0.0,
Willy Love,191668,S,TEMPLE,2,4,0,306,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
Hieko Malone,191782,LB,MO STATE,1,5,0,230,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,1.0,100.0,100.0,2.0,2.0,0,0,0.0,49.6,0,17,100.0,1,0,118.8,1,2,40.0,2,0,0,1,0,17,16,8.5,17.0
Anthony Palano,192037,LB,WASH STATE,11,176,0,341,2,-2.0,50.0,67.3,36.0,18.0,0,0,0.0,76.5,0,4,14.3,1,0,56.3,1,37,21.0,55,4,4,2,0,4,4,0.1,4.0,0,2,5.2,70.0,93.7,12.0,8.4,1,1,10.0,53.5,0,12,25.0,4,1,76.7,7,89,50.6,95,4,10,10,0,39,27,0.5,5.6
Leroy Harris III,192102,ED,KANSAS,12,46,0,198,0,,,21.2,,,0,0,,94.1,0,,,0,0,0.0,0,11,23.9,52,0,0,0,0,0,0,0.0,,0,0,1.5,100.0,21.4,5.3,5.3,1,0,0.0,52.6,0,12,50.0,2,0,91.7,4,22,47.8,103,5,2,4,0,24,18,1.1,6.0
Frankie Edwards III,192650,CB,NEW MEXICO,12,291,0,241,1,16.6,40.0,97.5,19.0,7.6,0,0,0.0,67.7,0,12,0.0,0,0,51.3,2,39,13.4,40,1,2,5,0,19,9,0.5,9.5,0,4,6.8,68.8,100.0,8.4,5.8,0,1,3.1,64.3,0,54,11.1,3,1,100.8,22,195,67.0,195,10,20,32,1,238,111,1.3,10.8
Cole Nilles,192761,LB,TEXAS ST,9,65,0,314,0,15.0,100.0,84.6,20.0,20.0,0,0,0.0,55.6,0,33,0.0,0,0,118.8,1,22,33.8,26,0,2,1,0,33,18,1.7,33.0,0,0,4.7,100.0,83.9,3.4,3.4,0,0,0.0,43.7,0,22,50.0,2,0,108.9,7,26,40.0,31,1,2,7,0,71,38,3.0,10.1
Darrell Gipson Jr.,192976,LB,CINCINNATI,1,2,0,138,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.7,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Andrew Baker,193089,LB,W MICHIGAN,1,4,0,347,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,63.2,0,,0.0,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Chalil Cummings,193161,CB,PURDUE,3,21,0,273,0,28.0,0.0,100.0,,4.0,0,1,100.0,60.5,0,,,0,1,39.6,0,6,28.6,6,0,0,1,0,0,0,0.0,,0,0,30.0,0.0,100.0,,11.0,0,1,100.0,76.0,0,,0.0,0,1,39.6,0,11,52.4,11,0,2,1,0,0,0,0.0,
Nate Riegle,193188,ED,OHIO,5,1,0,259,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,16,0,0,0,0,0,0,0.0,
Leroy Roker III,193190,S,OHIO STATE,7,35,0,260,0,4.5,100.0,100.0,6.5,6.5,0,0,0.0,51.0,0,7,50.0,1,0,129.2,2,14,40.0,14,0,1,2,1,11,6,0.8,5.5,0,0,11.0,0.0,100.0,,18.0,0,1,100.0,74.3,0,,,0,1,39.6,0,19,54.3,19,0,0,1,0,0,0,0.0,
David Kabongo,193199,S,OKLA STATE,4,57,0,262,0,9.0,100.0,100.0,15.0,15.0,0,0,0.0,58.5,0,17,0.0,0,0,118.8,1,15,26.3,15,0,1,1,0,17,8,1.1,17.0,0,0,9.3,100.0,100.0,11.0,11.0,0,0,0.0,60.5,0,36,40.0,2,0,118.8,3,35,61.4,35,1,3,3,0,42,14,1.3,14.0
MaLik Caswell,193212,CB,SO MISS,5,20,0,296,0,12.0,100.0,100.0,3.0,3.0,0,0,0.0,56.0,0,19,0.0,0,0,118.8,1,4,20.0,4,0,2,1,0,19,7,6.3,19.0,0,0,15.0,50.0,84.6,11.0,5.5,0,0,0.0,63.8,1,22,0.0,0,0,50.0,1,11,55.0,13,0,1,2,0,22,3,2.0,22.0
Corey Myrick,193227,S,SO MISS,12,346,0,296,1,4.7,66.7,100.0,38.0,25.3,0,0,0.0,70.9,0,6,40.0,2,0,109.7,2,80,23.1,80,1,2,3,1,9,7,0.1,4.5,0,6,5.6,69.6,99.5,13.2,9.2,0,1,4.3,73.0,1,17,12.8,5,1,56.1,16,218,63.0,219,7,28,23,0,78,76,0.4,4.9
T.J. Banks,193233,S,OLE MISS,11,112,0,226,0,8.3,33.3,100.0,24.0,8.0,0,0,0.0,60.8,0,6,50.0,1,0,42.4,1,25,22.3,25,1,1,3,0,6,11,0.3,6.0,0,1,20.0,33.3,100.0,36.0,12.0,1,0,0.0,37.6,0,21,50.0,3,0,48.6,2,74,66.1,74,0,2,6,0,27,16,0.4,13.5
Jaden Kelly,193307,LB,KENNESAW,4,62,0,200,0,,,44.4,,,0,0,,60.6,0,,,0,0,0.0,0,4,6.5,9,0,0,0,0,0,0,0.0,,0,0,4.7,0.0,89.4,,13.3,0,0,0.0,49.0,0,,33.3,1,0,39.6,0,42,67.7,47,1,2,3,0,0,0,0.0,
Marcellus Barnes Jr.,193427,CB,SMU,11,303,0,287,1,11.6,35.7,100.0,12.0,4.3,0,4,28.6,70.7,0,36,0.0,0,3,78.6,5,67,22.1,67,2,4,14,1,77,11,1.3,15.4,0,2,12.8,63.6,100.0,14.7,9.4,0,3,13.6,63.4,1,32,13.3,2,2,70.8,14,214,70.6,214,4,11,22,0,183,46,0.9,13.1
Ben Kamara,194438,CB,AKRON,10,143,0,102,0,8.5,0.0,100.0,,8.5,0,0,0.0,66.1,0,,0.0,0,0,39.6,0,18,12.6,18,0,1,2,0,0,0,0.0,,0,2,15.5,54.2,100.0,8.2,4.4,0,3,12.5,57.6,1,89,14.3,2,2,106.1,13,111,77.6,111,4,10,24,2,279,107,2.6,21.5
Keshawn Lyons,194993,CB,N ILLINOIS,2,9,0,254,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,2,22.2,2,0,0,0,0,0,0,0.0,,0,1,6.0,100.0,100.0,5.0,5.0,0,0,0.0,41.1,0,19,0.0,0,0,118.8,1,6,66.7,6,0,2,1,0,19,13,3.8,19.0
Korey Johnson,197021,CB,AIR FORCE,12,243,0,101,2,16.6,44.4,100.0,15.0,6.7,0,1,11.1,53.5,0,24,0.0,0,0,112.0,4,66,27.2,66,0,0,9,2,72,20,1.2,18.0,0,0,10.2,88.9,100.0,8.2,7.3,0,0,0.0,50.6,0,56,11.8,2,0,155.8,16,140,57.6,140,5,15,18,2,276,141,2.1,17.3
Nick Beckwith,197023,S,AIR FORCE,6,151,0,101,1,12.1,66.7,81.8,6.8,4.6,1,1,11.1,55.4,0,17,0.0,0,1,88.7,6,45,29.8,55,0,4,9,0,67,30,1.6,11.2,0,1,11.7,64.3,87.1,8.4,5.4,0,0,0.0,33.4,0,38,16.7,1,0,116.1,9,81,53.6,93,1,4,14,1,123,41,1.6,13.7
Jamie Tremble,197056,ED,SYRACUSE,11,53,0,304,0,4.5,100.0,37.7,11.0,11.0,0,0,0.0,50.9,0,21,0.0,0,0,158.3,2,23,43.4,61,1,1,2,1,32,23,1.5,16.0,0,0,1.5,100.0,41.3,11.5,11.5,0,0,0.0,58.4,0,6,66.7,2,0,83.3,2,26,49.1,63,3,1,2,0,8,5,0.3,4.0
Ibn McDaniels,197075,CB,SYRACUSE,7,63,0,304,0,14.3,66.7,100.0,13.5,9.0,0,0,0.0,55.5,0,12,100.0,1,0,86.8,2,29,46.0,29,0,0,3,0,21,7,0.8,10.5,0,0,1.9,100.0,93.3,4.0,4.0,0,0,0.0,58.4,0,18,0.0,0,0,101.2,7,28,44.4,30,1,1,7,0,58,45,2.1,8.3
Jaris McIntosh,197506,CB,AIR FORCE,1,3,0,101,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.7,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Fatim Diggs,197576,LB,SYRACUSE,1,4,0,304,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,2,0,0,0,0,0,0,0.0,,0,1,,,75.0,,,0,0,,63.4,0,,0.0,0,0,0.0,0,3,75.0,4,0,0,0,0,0,0,0.0,
Azariah Levells,197599,CB,NEW MEXICO,9,84,0,241,0,11.2,60.0,100.0,5.0,3.0,0,1,20.0,62.0,0,23,0.0,0,1,89.6,3,15,17.9,15,1,2,5,0,45,19,3.0,15.0,0,2,12.3,77.8,100.0,7.6,5.9,0,0,0.0,53.7,0,15,14.3,1,0,93.5,7,54,64.3,54,0,4,9,0,58,21,1.1,8.3
Davien Kerr,197628,CB,SYRACUSE,12,200,0,304,1,11.6,71.4,100.0,5.1,3.6,0,1,4.8,30.8,0,34,14.3,2,0,140.4,15,80,40.0,80,2,11,21,2,237,75,3.1,15.8,0,0,8.1,70.6,91.4,7.6,5.4,0,1,5.9,60.4,2,61,57.1,4,0,81.9,12,96,48.0,105,1,3,17,1,167,100,1.8,13.9
D'Angelo Mayes,197743,CB,UTAH ST,7,196,0,329,0,21.4,85.7,100.0,7.7,6.6,0,0,0.0,52.6,0,48,20.0,1,0,158.3,6,48,24.5,48,0,4,7,1,160,37,3.5,26.7,0,1,19.1,68.8,100.0,10.1,6.9,0,1,6.3,61.9,2,45,0.0,0,1,102.9,11,115,58.7,115,1,9,16,2,167,13,1.5,15.2
Jonah Bowman,197775,LB,AIR FORCE,1,3,0,101,0,,,100.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,0,0,13.0,100.0,50.0,1.0,1.0,0,0,0.0,60.0,0,14,,0,0,118.8,1,1,33.3,2,0,0,1,0,14,1,14.0,14.0
Conor McPherson,197816,LB,LA LAFAYET,2,1,0,207,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,
AJ Ashworth,197828,LB,DOMINION,4,15,0,263,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,84.6,,,0,0,,52.5,0,,100.0,2,0,0.0,0,11,73.3,13,0,0,0,0,0,0,0.0,
Etu Finau,197860,ED,S JOSE ST,11,1,0,285,0,,,5.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,20,0,0,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,62.6,0,,0.0,0,0,0.0,0,0,0.0,64,1,1,0,0,0,0,,
Avery Demery,197862,CB,LA LAFAYET,7,60,0,207,0,8.3,50.0,100.0,7.0,3.5,1,1,25.0,68.3,0,11,,0,1,56.3,2,14,23.3,14,0,0,4,0,11,4,0.8,5.5,0,1,31.8,50.0,100.0,21.0,10.5,0,0,0.0,67.2,0,38,0.0,0,0,129.2,2,43,71.7,43,1,5,4,1,44,1,1.0,22.0
Priest Ashe,197864,ED,LA LAFAYET,8,1,0,207,1,,,0.0,,,0,0,,66.1,0,,0.0,0,0,0.0,0,0,0.0,11,1,1,0,0,0,0,,,0,0,,,3.1,,,0,0,,61.0,0,,0.0,0,0,0.0,0,1,100.0,32,1,2,0,0,0,0,0.0,
Jaylin Reese,197882,ED,AIR FORCE,12,10,0,101,0,,,11.1,,,0,0,,61.7,0,,0.0,0,0,0.0,0,2,20.0,18,0,1,0,0,0,0,0.0,,0,0,16.5,0.0,16.0,,4.0,0,0,0.0,67.8,1,,0.0,0,0,0.0,0,8,80.0,50,2,1,2,0,0,0,0.0,
Jace Gilbert,197912,ED,IOWA STATE,12,4,0,193,0,,,6.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,15,0,0,0,0,0,0,0.0,,0,1,,,2.2,,,0,0,,63.3,0,,33.3,1,0,0.0,0,2,50.0,91,1,1,0,0,0,0,0.0,
JT Tomescko,198047,S,AIR FORCE,1,17,0,101,0,3.0,100.0,100.0,4.0,4.0,0,0,0.0,48.1,0,11,0.0,0,0,108.3,2,9,52.9,9,0,2,2,0,20,14,2.5,10.0,0,1,,,100.0,,,0,0,,65.1,0,,0.0,0,0,0.0,0,6,35.3,6,0,0,0,0,0,0,0.0,
TJ Barker,198051,S,AIR FORCE,1,4,0,101,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.6,0,,,0,0,0.0,0,4,100.0,4,0,0,0,0,0,0,0.0,
Vinnie Canosa,198060,LB,AIR FORCE,2,10,0,101,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,10.0,1,0,0,0,0,0,0,0.0,,0,1,5.0,100.0,100.0,9.0,9.0,0,0,0.0,65.4,0,6,0.0,0,0,91.7,1,9,90.0,9,0,1,1,0,6,1,0.7,6.0
Mikhail Seiken,198062,CB,AIR FORCE,11,252,0,101,0,23.8,33.3,100.0,19.5,6.5,0,1,16.7,51.4,0,36,0.0,0,0,79.9,2,41,16.3,41,0,2,6,0,72,13,1.8,36.0,0,2,13.8,76.2,99.4,9.8,7.4,0,0,0.0,50.7,0,40,22.2,4,0,138.2,16,163,64.7,164,2,12,21,2,206,53,1.3,12.9
Roger Jones Jr.,198069,S,AIR FORCE,12,377,0,101,2,5.9,75.0,98.7,11.8,8.9,0,0,0.0,64.7,1,14,14.3,1,0,53.1,6,77,20.4,78,3,4,8,0,54,25,0.8,9.0,0,4,7.3,81.8,95.4,11.9,9.8,0,0,0.0,43.3,1,86,22.7,5,0,114.8,18,226,59.9,237,3,13,22,1,274,179,1.3,15.2
Justin Hill,198081,ED,ALABAMA,10,31,0,103,0,12.0,100.0,38.5,5.0,5.0,0,0,0.0,43.2,0,33,,0,0,118.8,1,5,16.1,13,0,0,1,0,33,21,6.6,33.0,0,0,-4.0,100.0,65.8,25.0,25.0,0,1,100.0,67.2,0,5,100.0,1,1,87.5,1,25,80.6,38,0,0,1,0,5,9,0.2,5.0
Dijon Lee Jr.,198087,CB,ALABAMA,13,323,0,103,0,15.3,71.4,100.0,10.0,7.1,0,1,14.3,61.9,1,40,33.3,1,1,64.3,5,58,18.0,58,1,2,7,0,71,0,1.4,14.2,0,1,10.9,38.9,100.0,33.4,13.0,1,3,16.7,78.1,1,64,11.1,2,3,56.7,7,242,74.9,242,4,15,18,1,116,63,0.5,16.6
Ivan Taylor,198088,S,ALABAMA,4,12,0,103,0,3.0,0.0,100.0,,4.0,0,0,0.0,62.8,0,,,0,0,39.6,0,4,33.3,4,0,0,1,0,0,0,0.0,,0,1,5.0,100.0,100.0,8.0,8.0,0,0,0.0,67.3,0,8,0.0,0,0,100.0,1,8,66.7,8,0,1,1,0,8,3,1.0,8.0
Luke Metz,198089,LB,ALABAMA,1,6,0,103,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,8.0,0.0,100.0,,5.0,0,0,0.0,80.4,0,,0.0,0,0,39.6,0,5,83.3,5,1,1,1,0,0,0,0.0,
Juan Berchal,198099,CB,APP STATE,8,85,0,108,0,17.0,66.7,100.0,13.0,8.7,0,1,33.3,62.8,0,27,0.0,0,1,109.7,2,28,32.9,28,0,1,3,0,43,14,1.7,21.5,0,0,8.0,33.3,100.0,22.0,7.3,0,2,33.3,68.0,0,34,50.0,1,2,92.4,2,44,51.8,44,1,1,6,1,33,30,0.8,16.5
Leroy Palu,198104,DI,ARIZONA,12,6,0,109,0,,,6.3,,,0,0,,51.2,0,,,0,0,0.0,0,6,100.0,96,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,99,0,0,0,0,0,0,,
Dajon Hinton,198108,S,ARIZONA,1,3,0,109,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.3,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Carter Jones,198111,LB,ARIZONA,1,1,0,109,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Joseph Smith,198115,CB,ARIZONA ST,1,4,0,110,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,4,100.0,4,0,0,0,0,0,0,0.0,
Nigel Nelson,198137,LB,ARK STATE,12,171,0,113,1,5.0,50.0,55.6,8.0,4.0,0,0,0.0,30.6,0,9,66.7,2,0,62.5,1,10,5.8,18,1,0,2,0,9,10,1.1,9.0,0,4,1.3,83.3,89.0,12.3,10.3,0,1,8.3,62.4,0,24,21.4,3,0,108.0,10,130,76.0,146,2,7,12,0,119,106,1.0,11.9
Jared Smith,198144,ED,AUBURN,8,13,0,115,0,,,7.1,,,0,0,,60.6,0,,,0,0,0.0,0,2,15.4,28,2,0,0,0,0,0,0.0,,0,0,-2.0,100.0,28.1,4.0,4.0,0,0,0.0,63.9,0,1,66.7,2,0,79.2,2,9,69.2,32,1,1,2,0,-1,3,-0.1,-0.5
