player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Sean Quick,164543,LB,DELAWARE,1,3,0,151,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,
Jayden Flaker,164760,LB,MEMPHIS,6,41,0,218,0,1.0,100.0,45.5,5.0,5.0,0,0,0.0,64.9,0,5,0.0,0,0,87.5,1,5,12.2,11,0,2,1,0,5,4,1.0,5.0,0,1,7.3,100.0,77.5,7.5,7.5,0,0,0.0,61.5,0,20,0.0,0,0,105.2,4,31,75.6,40,1,1,4,0,37,8,1.2,9.3
Jared Lloyd,164804,LB,MO STATE,12,222,0,230,0,0.0,100.0,83.3,18.0,18.0,0,0,0.0,46.8,0,13,100.0,1,0,118.8,1,20,9.0,24,0,0,1,0,13,13,0.7,13.0,0,6,3.7,77.8,97.8,11.8,9.2,0,1,5.6,51.1,0,73,10.5,2,1,130.1,14,176,79.3,180,7,11,18,1,194,157,1.2,13.9
J.J. O'Neal,164807,S,MO STATE,4,59,0,230,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,3.4,2,0,0,0,0,0,0,0.0,,0,0,3.7,83.3,100.0,10.2,8.5,0,0,0.0,65.6,1,18,16.7,1,0,70.8,5,51,86.4,51,1,5,6,0,63,54,1.2,12.6
Gary Bryant III,164824,LB,SYRACUSE,12,194,0,304,0,0.5,100.0,68.4,11.3,11.3,0,0,0.0,52.6,0,15,0.0,0,0,150.0,4,52,26.8,76,0,3,4,3,42,44,0.9,10.5,0,1,7.0,71.4,87.5,12.2,8.7,0,1,7.1,36.7,0,29,33.3,3,1,124.1,10,126,64.9,144,1,5,14,1,130,51,1.1,13.0
Nehemiah Dukes,164901,DI,OHIO,12,18,0,259,0,,,4.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.6,24,0,0,0,0,0,0,0.0,,0,2,,,6.1,,,0,0,,54.6,0,,40.0,4,0,0.0,0,12,66.7,197,3,4,0,0,0,0,0.0,
Tahjae Mullix,164950,DI,OREGON ST,4,1,0,265,0,,,4.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,21,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,29,0,0,0,0,0,0,,
Marje Mulumba,165095,LB,DELAWARE,11,143,0,151,0,1.0,100.0,46.7,12.0,12.0,0,0,0.0,72.1,0,2,0.0,0,0,79.2,1,14,9.8,30,1,1,1,0,2,1,0.2,2.0,0,1,4.6,80.0,74.3,20.3,16.2,0,1,20.0,63.5,0,93,25.0,2,1,158.3,4,84,58.7,113,3,5,5,1,110,88,1.4,27.5
Octavius Henderson,165144,CB,SM HOUSTON,7,63,0,281,0,,,100.0,,,0,0,,71.3,0,,,0,0,0.0,0,17,27.0,17,0,0,0,0,0,0,0.0,,0,0,4.3,66.7,100.0,13.5,9.0,0,1,33.3,53.6,0,8,50.0,1,0,78.5,2,30,47.6,30,0,1,3,0,15,1,0.6,7.5
Boogie Trotter,165156,CB,MARSHALL,12,387,0,214,0,9.0,61.9,95.7,10.0,6.2,0,0,0.0,64.9,3,43,20.0,3,0,79.0,13,134,34.6,140,4,12,21,2,167,100,1.3,12.8,0,5,10.0,75.0,99.4,13.9,10.4,0,3,18.8,80.7,1,66,12.5,3,3,90.6,12,173,44.7,174,3,16,16,0,204,114,1.2,17.0
Caldra Williford,165205,CB,BAYLOR,11,167,0,118,1,16.6,37.5,100.0,13.3,5.0,0,3,37.5,79.0,0,40,0.0,0,3,67.2,3,41,24.6,41,0,1,8,0,65,37,1.6,21.7,0,0,10.0,83.3,100.0,9.9,8.3,0,0,0.0,64.6,0,41,8.3,1,0,97.2,10,107,64.1,107,3,11,12,0,88,33,0.9,8.8
T.J. Magee,165223,CB,UMASS,3,96,0,216,0,13.3,66.7,95.7,10.3,6.8,0,1,16.7,68.1,0,13,0.0,0,1,125.0,4,44,45.8,46,0,2,6,1,40,18,1.0,10.0,0,0,25.3,66.7,97.7,21.5,14.3,0,1,33.3,61.6,0,45,25.0,1,1,109.7,2,43,44.8,44,0,3,3,0,52,10,1.2,26.0
Chase Brown,165238,ED,AKRON,1,1,0,102,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,4,0,0,0,0,0,0,0.0,
Gideon ESPN Lampron,165250,LB,BOWL GREEN,12,321,0,122,1,7.0,50.0,54.7,59.0,29.5,0,1,50.0,76.0,0,7,0.0,0,0,58.3,1,64,19.9,117,3,3,2,0,7,9,0.1,7.0,0,3,4.3,88.9,93.5,12.9,11.5,0,0,0.0,60.0,0,18,11.1,2,0,100.9,16,217,67.6,232,5,13,18,0,148,103,0.7,9.3
Ashaad Hall,165457,ED,UTEP,11,5,0,330,0,,,5.2,,,0,0,,61.3,0,,,0,0,0.0,0,3,60.0,58,1,0,0,0,0,0,0.0,,0,1,,,1.5,,,0,0,,60.5,0,,0.0,0,0,0.0,0,2,40.0,134,4,2,0,0,0,0,0.0,
Caleb Walker,165560,CB,UTEP,1,3,0,330,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,66.7,,,0,0,,63.3,0,,0.0,0,0,0.0,0,2,66.7,3,0,1,0,0,0,0,0.0,
Mackavelli Malotumau,165722,DI,W KENTUCKY,12,5,0,346,0,,,3.1,,,0,0,,57.7,0,,50.0,1,0,0.0,0,4,80.0,131,1,1,0,0,0,0,0.0,,0,1,,,0.6,,,0,0,,55.4,0,,50.0,1,0,0.0,0,1,20.0,157,1,0,0,0,0,0,,
Blaise Tita,165778,LB,RICE,6,57,0,275,0,,,72.2,,,0,0,,63.5,0,,,0,0,0.0,0,13,22.8,18,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,80.0,23.0,23.0,0,0,0.0,61.0,0,11,,0,0,112.5,1,28,49.1,35,0,0,1,0,11,10,0.5,11.0
Darion White,165781,LB,UTSA,8,25,0,331,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,8.0,2,0,0,0,0,0,0,0.0,,0,0,13.0,100.0,81.0,17.0,17.0,0,0,0.0,57.5,0,17,50.0,1,0,118.8,1,17,68.0,21,1,1,1,0,17,4,1.0,17.0
Jeremiah Lomax,166042,S,UCONN,2,12,0,146,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,3,25.0,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.0,0,,0.0,0,0,0.0,0,5,41.7,5,0,1,0,0,0,0,0.0,
Jamichael Rogers,166103,ED,UAB,7,1,0,321,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,30,0,1,0,0,0,0,,,0,0,,,1.9,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,52,0,0,0,0,0,0,0.0,
Marcell Blocker,166661,CB,UTEP,9,173,0,330,0,9.3,42.9,100.0,17.3,7.4,0,2,28.6,69.4,0,10,0.0,0,2,50.3,3,56,32.4,56,0,2,7,0,20,2,0.4,6.7,0,0,13.8,50.0,100.0,15.5,7.8,0,3,25.0,59.1,0,25,25.0,3,2,75.0,6,101,58.4,101,2,9,12,0,90,20,1.0,15.0
Malik Charles,167377,ED,OKLA STATE,11,2,0,262,0,,,2.5,,,0,0,,71.6,0,,0.0,0,0,0.0,0,1,50.0,40,1,1,0,0,0,0,0.0,,0,0,,,1.0,,,0,0,,60.2,0,,50.0,1,0,0.0,0,1,50.0,100,4,1,0,0,0,0,0.0,
Wydett Williams Jr.,167564,S,OLE MISS,13,379,0,226,1,14.6,25.0,98.5,30.0,7.5,0,3,37.5,60.9,1,12,0.0,0,3,0.0,2,64,16.9,65,0,2,8,0,23,23,0.4,11.5,0,3,12.6,58.1,99.6,13.1,7.6,0,5,16.1,75.8,2,47,23.3,7,4,58.0,18,256,67.5,257,6,20,31,1,176,94,0.7,9.8
Juan Salas,168120,S,E MICHIGAN,12,154,0,160,2,10.7,50.0,100.0,23.0,11.5,0,0,0.0,59.6,0,8,12.5,1,0,56.3,3,72,46.8,72,3,5,6,0,16,4,0.2,5.3,0,1,11.8,80.0,100.0,12.5,10.0,1,1,20.0,41.7,0,75,25.0,1,0,158.3,4,52,33.8,52,0,2,5,1,101,86,2.0,25.3
Demetrie Morgan,168355,ED,N TEXAS,5,1,0,251,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,9.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,11,0,0,0,0,0,0,0.0,
Blake Cotton,168412,CB,UTAH,12,332,0,328,1,14.9,41.5,98.9,10.0,4.1,0,8,19.5,73.1,0,54,6.7,1,5,62.8,17,181,54.5,183,2,13,41,0,257,109,1.5,15.1,0,1,7.9,69.2,99.2,13.0,9.0,0,2,15.4,62.7,0,16,25.0,3,0,84.8,9,123,37.0,124,3,8,13,0,78,24,0.7,8.7
D'Yoni Hill,168425,CB,WISCONSIN,9,216,0,349,0,30.7,66.7,100.0,12.0,8.0,0,0,0.0,43.2,0,48,0.0,0,0,109.7,2,26,12.0,26,0,1,3,0,79,9,3.3,39.5,0,3,9.4,72.0,97.7,9.1,6.5,0,0,0.0,62.8,0,33,11.5,3,0,91.1,18,168,77.8,172,3,20,25,0,174,40,1.1,9.7
Malachi Bailey,168449,ED,ARIZONA,12,7,0,109,0,,,8.9,,,0,0,,65.6,0,,0.0,0,0,0.0,0,5,71.4,56,0,1,0,0,0,0,0.0,,0,1,,,1.7,,,0,0,,73.5,0,,33.3,1,0,0.0,0,1,14.3,60,0,1,0,0,0,0,0.0,
Jonathan Jean,168457,CB,E CAROLINA,12,213,0,156,0,,,64.3,,,0,0,,64.9,0,,,0,0,0.0,0,9,4.2,14,1,0,0,0,0,0,0.0,,0,0,2.9,75.0,89.5,12.1,9.1,0,0,0.0,58.3,0,33,21.4,3,0,92.2,12,154,72.3,172,7,11,16,0,106,78,0.7,8.8
Donte Thompson,168458,S,UTEP,11,244,0,330,0,11.3,66.7,84.7,6.8,4.5,0,2,13.3,42.4,0,19,14.3,1,1,104.6,10,72,29.5,85,2,6,15,1,89,26,1.3,8.9,0,1,8.5,72.7,89.7,17.0,12.4,0,0,0.0,47.1,0,19,30.0,3,0,94.9,8,140,57.4,156,0,6,11,0,85,50,0.6,10.6
Trent Henry,168495,CB,TROY,2,27,0,318,0,,,100.0,,,0,0,,64.7,0,,,0,0,0.0,0,6,22.2,6,0,0,0,0,0,0,0.0,,0,0,17.0,100.0,100.0,5.0,5.0,0,0,0.0,30.1,0,26,66.7,2,0,158.3,2,11,40.7,11,0,1,2,1,37,3,3.7,18.5
Mory Bamba,168565,CB,BYU,12,221,0,128,0,15.1,57.1,100.0,8.4,4.8,0,0,0.0,66.7,0,32,0.0,0,0,94.6,8,73,33.0,73,3,8,14,1,71,17,1.1,8.9,0,2,9.7,53.8,99.0,13.9,7.5,0,3,23.1,71.4,0,28,0.0,0,3,74.8,7,100,45.2,101,5,6,13,0,87,19,0.9,12.4
William Alexander,169139,LB,TULSA,12,198,0,320,0,12.5,50.0,84.2,8.0,4.0,0,0,0.0,52.7,0,7,0.0,0,0,95.8,2,16,8.1,19,0,1,4,1,8,5,0.5,4.0,0,1,1.8,90.9,91.6,13.3,12.1,0,0,0.0,61.6,0,15,30.0,3,0,123.9,10,141,71.2,154,3,6,11,1,71,52,0.5,7.1
Keaton Thomas,169147,LB,BAYLOR,12,340,0,118,2,-0.7,71.4,81.7,18.4,13.1,0,0,0.0,70.1,0,27,18.2,2,0,125.6,5,98,28.8,120,4,7,7,2,41,45,0.4,8.2,0,4,6.6,82.6,90.1,9.7,8.0,0,2,8.7,59.5,1,47,9.1,2,2,94.4,19,192,56.5,213,3,16,23,0,253,136,1.4,13.3
Max Harris,169223,LB,ARIZONA,11,208,0,109,1,-4.5,50.0,47.4,53.0,26.5,0,1,50.0,71.3,0,-4,33.3,2,1,56.3,1,55,26.4,116,1,3,2,0,-4,5,-0.1,-4.0,0,1,2.3,66.7,90.8,9.4,6.3,1,0,0.0,60.2,0,28,16.7,3,0,77.5,12,119,57.2,131,5,14,18,0,86,70,0.8,7.2
Luke Myers,169598,LB,MIAMI OH,1,1,0,221,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Antonio Smith,169925,S,MO STATE,7,96,0,230,0,-2.5,100.0,100.0,7.0,7.0,0,0,0.0,73.5,0,7,0.0,0,0,85.4,2,14,14.6,14,2,3,2,0,9,14,0.6,4.5,0,1,49.0,100.0,100.0,63.0,63.0,0,0,0.0,59.8,0,41,0.0,0,0,158.3,1,68,70.8,68,1,5,1,1,41,0,0.7,41.0
Chris Tooley III,169928,CB,FAU,12,204,0,165,0,18.0,42.9,98.4,18.0,7.7,0,2,28.6,53.6,0,32,0.0,0,1,78.3,3,60,29.4,61,0,2,7,0,68,19,1.3,22.7,0,1,10.1,69.2,92.1,13.6,9.4,0,1,7.7,52.3,0,32,0.0,0,1,126.4,9,128,62.7,139,0,6,13,1,128,65,1.0,14.2
DeAgo Brumfield,169935,CB,MISS STATE,12,302,0,227,0,11.4,62.5,97.9,8.5,5.3,0,0,0.0,44.6,0,64,16.7,1,0,144.3,10,95,31.5,97,0,5,16,5,194,91,2.3,19.4,0,2,16.4,57.9,99.4,15.5,9.0,0,4,21.1,70.2,1,39,13.3,2,3,80.4,11,179,59.3,180,1,11,19,1,157,31,0.9,14.3
CJ Johnson,169947,LB,SM HOUSTON,12,189,0,281,0,-4.8,75.0,48.5,10.3,7.8,0,0,0.0,47.4,0,7,100.0,3,0,79.2,3,33,17.5,68,1,0,4,0,14,29,0.5,4.7,0,2,5.2,81.8,94.1,12.0,9.8,0,1,9.1,60.8,0,38,27.3,3,1,131.1,9,112,59.3,119,2,6,11,1,90,62,0.8,10.0
Traveon Wright,169958,CB,PURDUE,2,41,0,273,0,25.5,0.0,100.0,,2.5,0,2,100.0,76.9,0,,,0,2,39.6,0,5,12.2,5,0,0,2,0,0,0,0.0,,0,1,12.5,100.0,100.0,12.5,12.5,0,0,0.0,56.5,0,49,20.0,1,0,118.8,2,26,63.4,26,1,3,2,0,61,36,2.4,30.5
Alexander Kilgore,169965,LB,SMU,10,209,0,287,0,-3.5,100.0,82.5,10.5,10.5,0,0,0.0,77.9,0,8,0.0,0,0,79.2,4,47,22.5,57,2,3,4,0,7,21,0.2,1.8,0,6,3.7,72.7,88.1,6.0,4.3,0,1,3.0,53.6,1,23,20.7,6,1,83.8,24,148,70.8,168,7,17,33,1,187,97,1.3,7.8
Kevin Adams III,169970,S,TULANE,13,287,0,319,2,8.4,40.0,100.0,36.0,14.4,0,2,40.0,64.4,1,30,37.5,3,2,30.0,2,81,28.2,81,0,3,5,0,41,25,0.6,20.5,0,3,9.1,66.7,99.2,20.2,13.4,0,1,11.1,71.9,1,13,9.1,1,1,39.4,6,128,44.6,129,1,7,9,0,46,33,0.4,7.7
Dickson Agu,169971,LB,TULANE,5,98,0,319,0,4.0,50.0,65.9,24.0,12.0,0,0,0.0,49.2,0,13,,0,0,70.8,1,27,27.6,41,0,0,2,0,13,1,0.5,13.0,0,0,4.3,87.5,93.8,6.0,5.3,0,0,0.0,42.3,0,14,11.1,1,0,97.9,7,45,45.9,48,3,8,8,0,60,49,1.4,8.6
Jean Claude Joseph III,169974,LB,TULANE,7,15,0,319,0,-1.0,100.0,50.0,4.0,4.0,0,0,0.0,51.5,0,20,0.0,0,0,118.8,1,4,26.7,8,0,1,1,0,20,21,5.0,20.0,0,0,1.0,100.0,75.0,3.0,3.0,0,0,0.0,39.9,0,17,0.0,0,0,118.8,2,6,40.0,8,0,1,2,0,26,24,4.3,13.0
Jai Eugene Jr.,169976,S,W KENTUCKY,11,177,0,346,0,6.0,50.0,96.9,19.0,9.5,1,1,16.7,68.9,0,3,0.0,0,1,56.3,3,63,35.6,65,1,1,6,0,7,10,0.1,2.3,0,0,13.5,66.7,98.0,11.0,7.3,0,1,8.3,51.9,0,44,20.0,1,1,133.0,8,97,54.8,99,1,4,12,1,137,58,1.6,17.1
Matthew Fobbs-White,169977,ED,BAYLOR,11,29,0,118,1,,,8.7,,,0,0,,70.4,0,,50.0,1,0,0.0,0,6,20.7,69,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,17.5,11.0,11.0,0,0,0.0,52.1,0,5,57.1,4,0,83.3,2,22,75.9,126,3,3,2,0,8,4,0.4,4.0
Jah'rie Garner,169979,ED,TULANE,13,39,0,319,0,-1.0,100.0,18.8,9.0,9.0,0,0,0.0,65.0,0,6,0.0,0,0,91.7,1,9,23.1,48,1,3,1,0,6,7,0.7,6.0,0,1,-2.5,100.0,34.5,8.5,8.5,0,0,0.0,70.0,0,3,0.0,0,0,79.2,2,20,51.3,58,1,1,2,0,6,11,0.4,3.0
Joker Johnson,169982,CB,TULANE,13,428,0,319,3,10.8,59.1,100.0,8.8,5.2,0,5,22.7,62.9,1,39,23.1,3,5,79.2,13,125,29.2,125,3,7,22,1,167,76,1.5,12.8,0,0,12.1,67.9,99.0,9.3,6.3,0,4,14.3,67.7,1,65,25.0,4,2,120.8,19,191,44.6,193,4,12,28,3,278,86,1.6,14.6
Joshua Moore,169985,S,TULANE,13,137,0,319,1,2.3,100.0,100.0,9.7,9.7,0,0,0.0,75.3,0,9,0.0,0,0,87.5,3,31,22.6,31,1,3,3,0,15,8,0.5,5.0,0,0,8.7,66.7,100.0,16.8,11.2,1,0,0.0,64.3,0,12,0.0,0,0,81.9,4,72,52.6,72,1,4,6,0,35,4,0.5,8.8
Makai Williams,169992,LB,TULANE,12,160,0,319,0,4.5,100.0,62.5,15.5,15.5,0,0,0.0,61.3,0,11,0.0,0,0,108.3,2,35,21.9,56,1,2,2,0,20,11,0.6,10.0,0,1,0.3,100.0,77.1,8.4,8.4,0,0,0.0,51.3,0,16,11.1,1,0,147.3,7,64,40.0,83,2,7,7,1,69,67,1.2,9.9
Jarvis Lee,169997,CB,USF,12,335,0,327,1,14.0,70.0,89.6,5.1,3.6,0,1,10.0,53.1,0,32,0.0,0,1,100.0,7,43,12.8,48,2,6,10,0,95,28,2.6,13.6,0,0,7.7,80.0,87.5,8.6,6.9,1,1,2.9,69.2,2,57,21.7,5,1,79.3,28,258,77.0,295,10,18,35,0,306,123,1.3,10.9
Jamal Anderson,170000,LB,CLEMSON,3,19,0,140,1,30.0,100.0,100.0,5.0,5.0,0,0,0.0,29.7,0,44,0.0,0,0,158.3,1,5,26.3,5,0,0,1,1,44,14,8.8,44.0,0,0,,,90.9,,,0,0,,63.6,0,,,0,0,0.0,0,10,52.6,11,0,0,0,0,0,0,0.0,
Khalil Barnes,170001,S,CLEMSON,10,345,0,140,1,5.1,63.6,95.5,19.9,12.6,0,2,18.2,83.7,0,22,13.3,2,0,99.1,7,149,43.2,156,7,12,11,1,36,32,0.3,5.1,0,0,7.9,73.7,98.3,12.1,8.9,0,1,5.3,56.8,0,43,6.3,1,1,124.0,14,173,50.1,176,4,15,19,1,196,64,1.2,14.0
Rob Billings IV,170002,S,CLEMSON,3,19,0,140,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,5,26.3,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,68.4,0,,0.0,0,0,0.0,0,12,63.2,12,1,2,0,0,0,0,0.0,
Dee Crayton,170005,LB,CLEMSON,6,41,0,140,0,,,93.3,,,0,0,,63.9,0,,,0,0,0.0,0,14,34.1,15,0,0,0,0,0,0,0.0,,0,2,9.0,66.7,66.7,11.0,7.3,0,0,0.0,63.8,0,19,0.0,0,0,95.1,2,22,53.7,33,0,1,3,0,27,5,1.2,13.5
Ronan Hanafin,170009,S,CLEMSON,12,284,0,140,2,7.6,80.0,94.2,27.8,22.2,0,1,20.0,69.4,0,16,10.0,1,0,86.7,4,114,40.1,121,3,7,5,0,24,10,0.2,6.0,0,1,13.4,57.1,97.7,31.3,17.9,1,1,14.3,50.8,0,77,7.1,1,1,141.4,4,126,44.4,129,2,12,7,1,113,62,0.9,28.3
A.J. Hoffler,170011,ED,GA TECH,10,10,0,176,0,,,5.9,,,0,0,,68.3,0,,0.0,0,0,0.0,0,3,30.0,51,1,1,0,0,0,0,0.0,,0,1,3.0,0.0,5.3,,7.0,0,0,0.0,49.3,0,,0.0,0,0,39.6,0,7,70.0,133,2,1,1,0,0,0,0.0,
Misun Kelley,170014,CB,CLEMSON,11,166,0,140,1,11.4,78.6,96.1,6.1,4.8,0,0,0.0,49.1,0,22,0.0,0,0,123.8,11,73,44.0,76,1,5,14,1,112,47,1.7,10.2,0,2,3.1,85.7,92.5,12.3,10.6,0,1,14.3,62.1,0,15,16.7,1,1,100.6,6,74,44.6,80,0,3,7,0,57,39,0.8,9.5
Shelton Lewis,170015,CB,CLEMSON,3,25,0,140,0,3.5,100.0,55.6,2.5,2.5,0,0,0.0,41.2,0,9,,0,0,100.0,2,5,20.0,9,0,0,2,0,16,9,3.2,8.0,0,0,12.0,50.0,85.7,12.0,6.0,0,0,0.0,58.0,0,59,0.0,0,0,95.8,1,12,48.0,14,1,3,2,0,59,30,4.9,59.0
T.J. Parker,170021,ED,CLEMSON,12,33,0,140,1,,,1.9,,,0,0,,72.1,0,,0.0,0,0,0.0,0,3,9.1,162,6,3,0,0,0,0,0.0,,0,2,6.2,20.0,16.0,25.0,5.0,0,1,20.0,75.5,0,11,20.0,1,1,39.6,1,26,78.8,162,2,2,5,0,11,2,0.4,11.0
Branden Strozier,170028,CB,CLEMSON,11,193,0,140,0,9.9,53.3,100.0,10.9,5.8,0,5,33.3,64.6,0,19,37.5,3,5,72.1,8,90,46.6,90,0,5,15,0,92,29,1.1,11.5,0,0,23.0,66.7,98.8,41.5,27.7,0,0,0.0,70.7,0,53,0.0,0,0,149.3,2,85,44.0,86,3,3,3,1,55,5,0.7,27.5
Avieon Terrell,170031,CB,CLEMSON,12,392,0,140,0,10.2,44.8,97.5,11.2,5.0,0,7,24.1,66.7,0,48,12.5,1,4,87.6,13,158,40.3,162,3,7,29,2,175,95,1.2,13.5,0,5,5.6,70.0,97.5,13.6,9.5,1,2,10.0,74.9,0,37,5.9,1,1,109.0,14,193,49.2,198,5,11,20,1,153,82,0.8,10.9
Peter Woods,170034,DI,CLEMSON,12,2,0,140,1,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,151,1,0,0,0,0,0,,,0,0,,,0.6,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,50.0,170,1,0,0,0,0,0,0.0,
Leon Griffin III,170047,S,DUKE,2,10,0,154,0,,,100.0,,,0,0,,60.7,0,,,0,0,0.0,0,2,20.0,2,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,65.2,0,,0.0,0,0,0.0,0,6,60.0,6,0,0,0,0,0,0,0.0,
Kendall Johnson,170050,LB,DUKE,8,127,0,154,0,-3.5,100.0,74.0,15.5,15.5,0,1,50.0,65.7,0,6,100.0,3,1,81.3,2,37,29.1,50,0,0,2,0,7,14,0.2,3.5,0,0,5.9,76.9,82.3,7.6,5.8,0,0,0.0,26.6,0,21,60.0,3,0,107.5,10,79,62.2,96,1,2,13,0,129,92,1.7,12.9
Moussa Kane,170053,CB,DUKE,7,71,0,154,0,9.0,42.9,94.6,11.0,4.7,0,1,14.3,60.6,1,40,25.0,1,0,38.1,3,35,49.3,37,2,3,7,0,67,42,2.0,22.3,0,2,9.3,71.4,93.5,5.2,3.7,0,0,0.0,61.1,1,18,14.3,1,0,53.0,5,29,40.8,31,1,4,7,0,52,17,2.0,10.4
Luke Mergott,170056,LB,DUKE,12,289,0,154,0,1.3,100.0,69.8,19.5,19.5,0,0,0.0,66.0,0,18,0.0,0,0,110.4,4,90,31.1,129,4,7,4,0,42,37,0.5,10.5,0,0,4.8,73.7,82.0,11.1,8.2,0,2,10.5,61.3,0,27,0.0,0,2,102.7,14,164,56.7,200,3,13,19,0,179,92,1.1,12.8
Kevin O'Connor,170057,ED,DUKE,10,7,0,154,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,24,0,0,0,0,0,0,,,0,1,,,14.6,,,0,0,,62.8,0,,0.0,0,0,0.0,0,6,85.7,41,1,1,0,0,0,0,0.0,
Kimari Robinson,170058,CB,DUKE,10,274,0,154,0,14.8,52.6,100.0,8.1,4.3,0,2,10.5,42.4,0,33,10.0,1,1,101.9,10,89,32.5,89,1,9,19,1,175,32,2.2,17.5,0,5,14.7,60.0,98.7,24.8,14.9,0,1,10.0,69.1,0,28,16.7,3,1,80.0,6,154,56.2,156,1,10,10,0,67,24,0.4,11.2
DaShawn Stone,170060,S,DUKE,12,377,0,154,3,8.3,72.7,97.7,14.4,10.5,0,0,0.0,59.6,0,49,6.3,1,0,127.1,8,130,34.5,133,6,12,11,1,90,44,0.8,11.3,0,2,14.4,70.4,98.1,10.5,7.4,0,0,0.0,30.6,1,64,17.4,4,0,109.7,19,210,55.7,214,2,17,27,1,377,135,1.9,19.8
Semaj Turner,170061,ED,DUKE,11,4,0,154,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,6.0,100.0,13.3,4.0,4.0,0,0,0.0,56.1,0,11,0.0,0,0,112.5,1,4,100.0,30,0,1,1,0,11,5,2.8,11.0
Jacob Cruz,170065,ED,JVILLE ST,11,61,0,196,0,,,9.1,,,0,0,,61.1,0,,,0,0,0.0,0,3,4.9,33,0,0,0,0,0,0,0.0,,0,1,5.3,75.0,58.6,8.0,6.0,0,0,0.0,61.5,1,26,33.3,3,0,53.1,6,51,83.6,87,3,5,8,0,54,30,1.1,9.0
Ashton Heflin,170070,LB,TEXAS ST,1,1,0,314,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,16.0,100.0,100.0,1.0,1.0,0,0,0.0,52.3,0,34,100.0,1,0,118.8,1,1,100.0,1,0,0,1,0,34,18,34.0,34.0
